date,product,quantity_sold,price,total_sales
2024-10-03,Red Roses Bouquet,2,899,1798
2024-10-03,Sunflowers,12,150,1800
2024-10-03,Tulip Bundle,7,399,2793
2024-10-03,Mixed Bouquet,14,699,9786
2024-10-03,Orchid Stem,9,250,2250
2024-10-03,Baby’s Breath,4,120,480
2024-10-04,Red Roses Bouquet,8,899,7192
2024-10-04,Sunflowers,6,150,900
2024-10-04,Tulip Bundle,11,399,4389
2024-10-04,Mixed Bouquet,11,699,7689
2024-10-04,Orchid Stem,14,250,3500
2024-10-04,Baby’s Breath,3,120,360
2024-10-05,Red Roses Bouquet,13,899,11687
2024-10-05,Sunflowers,2,150,300
2024-10-05,Tulip Bundle,15,399,5985
2024-10-05,Mixed Bouquet,8,699,5592
2024-10-05,Orchid Stem,8,250,2000
2024-10-05,Baby’s Breath,8,120,960
2024-10-06,Red Roses Bouquet,5,899,4495
2024-10-06,Sunflowers,7,150,1050
2024-10-06,Tulip Bundle,13,399,5187
2024-10-06,Mixed Bouquet,4,699,2796
2024-10-06,Orchid Stem,13,250,3250
2024-10-06,Baby’s Breath,5,120,600
2024-10-07,Red Roses Bouquet,8,899,7192
2024-10-07,Sunflowers,8,150,1200
2024-10-07,Tulip Bundle,3,399,1197
2024-10-07,Mixed Bouquet,7,699,4893
2024-10-07,Orchid Stem,9,250,2250
2024-10-07,Baby’s Breath,6,120,720
2024-10-08,Red Roses Bouquet,7,899,6293
2024-10-08,Sunflowers,4,150,600
2024-10-08,Tulip Bundle,3,399,1197
2024-10-08,Mixed Bouquet,9,699,6291
2024-10-08,Orchid Stem,13,250,3250
2024-10-08,Baby’s Breath,12,120,1440
2024-10-09,Red Roses Bouquet,15,899,13485
2024-10-09,Sunflowers,7,150,1050
2024-10-09,Tulip Bundle,14,399,5586
2024-10-09,Mixed Bouquet,9,699,6291
2024-10-09,Orchid Stem,5,250,1250
2024-10-09,Baby’s Breath,13,120,1560
2024-10-10,Red Roses Bouquet,12,899,10788
2024-10-10,Sunflowers,12,150,1800
2024-10-10,Tulip Bundle,4,399,1596
2024-10-10,Mixed Bouquet,8,699,5592
2024-10-10,Orchid Stem,14,250,3500
2024-10-10,Baby’s Breath,10,120,1200
2024-10-11,Red Roses Bouquet,15,899,13485
2024-10-11,Sunflowers,13,150,1950
2024-10-11,Tulip Bundle,5,399,1995
2024-10-11,Mixed Bouquet,8,699,5592
2024-10-11,Orchid Stem,9,250,2250
2024-10-11,Baby’s Breath,1,120,120
2024-10-12,Red Roses Bouquet,4,899,3596
2024-10-12,Sunflowers,9,150,1350
2024-10-12,Tulip Bundle,13,399,5187
2024-10-12,Mixed Bouquet,4,699,2796
2024-10-12,Orchid Stem,5,250,1250
2024-10-12,Baby’s Breath,4,120,480
2024-10-13,Red Roses Bouquet,2,899,1798
2024-10-13,Sunflowers,6,150,900
2024-10-13,Tulip Bundle,14,399,5586
2024-10-13,Mixed Bouquet,14,699,9786
2024-10-13,Orchid Stem,11,250,2750
2024-10-13,Baby’s Breath,9,120,1080
2024-10-14,Red Roses Bouquet,13,899,11687
2024-10-14,Sunflowers,10,150,1500
2024-10-14,Tulip Bundle,8,399,3192
2024-10-14,Mixed Bouquet,5,699,3495
2024-10-14,Orchid Stem,7,250,1750
2024-10-14,Baby’s Breath,4,120,480
2024-10-15,Red Roses Bouquet,5,899,4495
2024-10-15,Sunflowers,9,150,1350
2024-10-15,Tulip Bundle,8,399,3192
2024-10-15,Mixed Bouquet,14,699,9786
2024-10-15,Orchid Stem,11,250,2750
2024-10-15,Baby’s Breath,9,120,1080
2024-10-16,Red Roses Bouquet,4,899,3596
2024-10-16,Sunflowers,3,150,450
2024-10-16,Tulip Bundle,12,399,4788
2024-10-16,Mixed Bouquet,5,699,3495
2024-10-16,Orchid Stem,10,250,2500
2024-10-16,Baby’s Breath,11,120,1320
2024-10-17,Red Roses Bouquet,13,899,11687
2024-10-17,Sunflowers,3,150,450
2024-10-17,Tulip Bundle,14,399,5586
2024-10-17,Mixed Bouquet,15,699,10485
2024-10-17,Orchid Stem,7,250,1750
2024-10-17,Baby’s Breath,10,120,1200
2024-10-18,Red Roses Bouquet,6,899,5394
2024-10-18,Sunflowers,12,150,1800
2024-10-18,Tulip Bundle,14,399,5586
2024-10-18,Mixed Bouquet,1,699,699
2024-10-18,Orchid Stem,16,250,4000
2024-10-18,Baby’s Breath,11,120,1320
2024-10-19,Red Roses Bouquet,13,899,11687
2024-10-19,Sunflowers,9,150,1350
2024-10-19,Tulip Bundle,15,399,5985
2024-10-19,Mixed Bouquet,12,699,8388
2024-10-19,Orchid Stem,7,250,1750
2024-10-19,Baby’s Breath,15,120,1800
2024-10-20,Red Roses Bouquet,11,899,9889
2024-10-20,Sunflowers,7,150,1050
2024-10-20,Tulip Bundle,4,399,1596
2024-10-20,Mixed Bouquet,6,699,4194
2024-10-20,Orchid Stem,8,250,2000
2024-10-20,Baby’s Breath,9,120,1080
2024-10-21,Red Roses Bouquet,3,899,2697
2024-10-21,Sunflowers,9,150,1350
2024-10-21,Tulip Bundle,10,399,3990
2024-10-21,Mixed Bouquet,11,699,7689
2024-10-21,Orchid Stem,5,250,1250
2024-10-21,Baby’s Breath,14,120,1680
2024-10-22,Red Roses Bouquet,8,899,7192
2024-10-22,Sunflowers,11,150,1650
2024-10-22,Tulip Bundle,12,399,4788
2024-10-22,Mixed Bouquet,5,699,3495
2024-10-22,Orchid Stem,6,250,1500
2024-10-22,Baby’s Breath,3,120,360
2024-10-23,Red Roses Bouquet,12,899,10788
2024-10-23,Sunflowers,8,150,1200
2024-10-23,Tulip Bundle,4,399,1596
2024-10-23,Mixed Bouquet,12,699,8388
2024-10-23,Orchid Stem,5,250,1250
2024-10-23,Baby’s Breath,13,120,1560
2024-10-24,Red Roses Bouquet,6,899,5394
2024-10-24,Sunflowers,15,150,2250
2024-10-24,Tulip Bundle,3,399,1197
2024-10-24,Mixed Bouquet,8,699,5592
2024-10-24,Orchid Stem,10,250,2500
2024-10-24,Baby’s Breath,9,120,1080
2024-10-25,Red Roses Bouquet,5,899,4495
2024-10-25,Sunflowers,11,150,1650
2024-10-25,Tulip Bundle,6,399,2394
2024-10-25,Mixed Bouquet,14,699,9786
2024-10-25,Orchid Stem,9,250,2250
2024-10-25,Baby’s Breath,4,120,480
2024-10-26,Red Roses Bouquet,12,899,10788
2024-10-26,Sunflowers,14,150,2100
2024-10-26,Tulip Bundle,16,399,6384
2024-10-26,Mixed Bouquet,6,699,4194
2024-10-26,Orchid Stem,11,250,2750
2024-10-26,Baby’s Breath,9,120,1080
2024-10-27,Red Roses Bouquet,7,899,6293
2024-10-27,Sunflowers,5,150,750
2024-10-27,Tulip Bundle,6,399,2394
2024-10-27,Mixed Bouquet,10,699,6990
2024-10-27,Orchid Stem,12,250,3000
2024-10-27,Baby’s Breath,8,120,960
2024-10-28,Red Roses Bouquet,11,899,9889
2024-10-28,Sunflowers,15,150,2250
2024-10-28,Tulip Bundle,8,399,3192
2024-10-28,Mixed Bouquet,13,699,9087
2024-10-28,Orchid Stem,8,250,2000
2024-10-28,Baby’s Breath,14,120,1680
2024-10-29,Red Roses Bouquet,13,899,11687
2024-10-29,Sunflowers,10,150,1500
2024-10-29,Tulip Bundle,12,399,4788
2024-10-29,Mixed Bouquet,5,699,3495
2024-10-29,Orchid Stem,7,250,1750
2024-10-29,Baby’s Breath,13,120,1560
2024-10-30,Red Roses Bouquet,12,899,10788
2024-10-30,Sunflowers,7,150,1050
2024-10-30,Tulip Bundle,12,399,4788
2024-10-30,Mixed Bouquet,13,699,9087
2024-10-30,Orchid Stem,11,250,2750
2024-10-30,Baby’s Breath,7,120,840
2024-10-31,Red Roses Bouquet,12,899,10788
2024-10-31,Sunflowers,11,150,1650
2024-10-31,Tulip Bundle,8,399,3192
2024-10-31,Mixed Bouquet,10,699,6990
2024-10-31,Orchid Stem,8,250,2000
2024-10-31,Baby’s Breath,14,120,1680
2024-11-01,Red Roses Bouquet,11,899,9889
2024-11-01,Sunflowers,8,150,1200
2024-11-01,Tulip Bundle,10,399,3990
2024-11-01,Mixed Bouquet,12,699,8388
2024-11-01,Orchid Stem,9,250,2250
2024-11-01,Baby’s Breath,12,120,1440
2024-11-02,Red Roses Bouquet,7,899,6293
2024-11-02,Sunflowers,11,150,1650
2024-11-02,Tulip Bundle,6,399,2394
2024-11-02,Mixed Bouquet,10,699,6990
2024-11-02,Orchid Stem,12,250,3000
2024-11-02,Baby’s Breath,5,120,600
2024-11-03,Red Roses Bouquet,14,899,12586
2024-11-03,Sunflowers,11,150,1650
2024-11-03,Tulip Bundle,8,399,3192
2024-11-03,Mixed Bouquet,6,699,4194
2024-11-03,Orchid Stem,5,250,1250
2024-11-03,Baby’s Breath,15,120,1800
2024-11-04,Red Roses Bouquet,5,899,4495
2024-11-04,Sunflowers,7,150,1050
2024-11-04,Tulip Bundle,11,399,4389
2024-11-04,Mixed Bouquet,8,699,5592
2024-11-04,Orchid Stem,13,250,3250
2024-11-04,Baby’s Breath,13,120,1560
2024-11-05,Red Roses Bouquet,9,899,8091
2024-11-05,Sunflowers,14,150,2100
2024-11-05,Tulip Bundle,1,399,399
2024-11-05,Mixed Bouquet,9,699,6291
2024-11-05,Orchid Stem,9,250,2250
2024-11-05,Baby’s Breath,7,120,840
2024-11-06,Red Roses Bouquet,13,899,11687
2024-11-06,Sunflowers,3,150,450
2024-11-06,Tulip Bundle,8,399,3192
2024-11-06,Mixed Bouquet,15,699,10485
2024-11-06,Orchid Stem,4,250,1000
2024-11-06,Baby’s Breath,7,120,840
2024-11-07,Red Roses Bouquet,11,899,9889
2024-11-07,Sunflowers,7,150,1050
2024-11-07,Tulip Bundle,7,399,2793
2024-11-07,Mixed Bouquet,12,699,8388
2024-11-07,Orchid Stem,12,250,3000
2024-11-07,Baby’s Breath,7,120,840
2024-11-08,Red Roses Bouquet,5,899,4495
2024-11-08,Sunflowers,13,150,1950
2024-11-08,Tulip Bundle,10,399,3990
2024-11-08,Mixed Bouquet,5,699,3495
2024-11-08,Orchid Stem,16,250,4000
2024-11-08,Baby’s Breath,7,120,840
2024-11-09,Red Roses Bouquet,12,899,10788
2024-11-09,Sunflowers,8,150,1200
2024-11-09,Tulip Bundle,7,399,2793
2024-11-09,Mixed Bouquet,9,699,6291
2024-11-09,Orchid Stem,13,250,3250
2024-11-09,Baby’s Breath,5,120,600
2024-11-10,Red Roses Bouquet,5,899,4495
2024-11-10,Sunflowers,15,150,2250
2024-11-10,Tulip Bundle,15,399,5985
2024-11-10,Mixed Bouquet,4,699,2796
2024-11-10,Orchid Stem,10,250,2500
2024-11-10,Baby’s Breath,7,120,840
2024-11-11,Red Roses Bouquet,7,899,6293
2024-11-11,Sunflowers,10,150,1500
2024-11-11,Tulip Bundle,11,399,4389
2024-11-11,Mixed Bouquet,7,699,4893
2024-11-11,Orchid Stem,10,250,2500
2024-11-11,Baby’s Breath,9,120,1080
2024-11-12,Red Roses Bouquet,6,899,5394
2024-11-12,Sunflowers,5,150,750
2024-11-12,Tulip Bundle,9,399,3591
2024-11-12,Mixed Bouquet,8,699,5592
2024-11-12,Orchid Stem,13,250,3250
2024-11-12,Baby’s Breath,2,120,240
2024-11-13,Red Roses Bouquet,8,899,7192
2024-11-13,Sunflowers,15,150,2250
2024-11-13,Tulip Bundle,8,399,3192
2024-11-13,Mixed Bouquet,8,699,5592
2024-11-13,Orchid Stem,12,250,3000
2024-11-13,Baby’s Breath,9,120,1080
2024-11-14,Red Roses Bouquet,5,899,4495
2024-11-14,Sunflowers,12,150,1800
2024-11-14,Tulip Bundle,9,399,3591
2024-11-14,Mixed Bouquet,6,699,4194
2024-11-14,Orchid Stem,9,250,2250
2024-11-14,Baby’s Breath,4,120,480
2024-11-15,Red Roses Bouquet,5,899,4495
2024-11-15,Sunflowers,2,150,300
2024-11-15,Tulip Bundle,11,399,4389
2024-11-15,Mixed Bouquet,3,699,2097
2024-11-15,Orchid Stem,9,250,2250
2024-11-15,Baby’s Breath,15,120,1800
2024-11-16,Red Roses Bouquet,5,899,4495
2024-11-16,Sunflowers,14,150,2100
2024-11-16,Tulip Bundle,12,399,4788
2024-11-16,Mixed Bouquet,10,699,6990
2024-11-16,Orchid Stem,14,250,3500
2024-11-16,Baby’s Breath,5,120,600
2024-11-17,Red Roses Bouquet,13,899,11687
2024-11-17,Sunflowers,10,150,1500
2024-11-17,Tulip Bundle,6,399,2394
2024-11-17,Mixed Bouquet,12,699,8388
2024-11-17,Orchid Stem,12,250,3000
2024-11-17,Baby’s Breath,10,120,1200
2024-11-18,Red Roses Bouquet,8,899,7192
2024-11-18,Sunflowers,6,150,900
2024-11-18,Tulip Bundle,4,399,1596
2024-11-18,Mixed Bouquet,7,699,4893
2024-11-18,Orchid Stem,7,250,1750
2024-11-18,Baby’s Breath,14,120,1680
2024-11-19,Red Roses Bouquet,7,899,6293
2024-11-19,Sunflowers,13,150,1950
2024-11-19,Tulip Bundle,12,399,4788
2024-11-19,Mixed Bouquet,4,699,2796
2024-11-19,Orchid Stem,6,250,1500
2024-11-19,Baby’s Breath,16,120,1920
2024-11-20,Red Roses Bouquet,3,899,2697
2024-11-20,Sunflowers,3,150,450
2024-11-20,Tulip Bundle,11,399,4389
2024-11-20,Mixed Bouquet,9,699,6291
2024-11-20,Orchid Stem,3,250,750
2024-11-20,Baby’s Breath,6,120,720
2024-11-21,Red Roses Bouquet,3,899,2697
2024-11-21,Sunflowers,12,150,1800
2024-11-21,Tulip Bundle,12,399,4788
2024-11-21,Mixed Bouquet,14,699,9786
2024-11-21,Orchid Stem,9,250,2250
2024-11-21,Baby’s Breath,8,120,960
2024-11-22,Red Roses Bouquet,8,899,7192
2024-11-22,Sunflowers,14,150,2100
2024-11-22,Tulip Bundle,4,399,1596
2024-11-22,Mixed Bouquet,11,699,7689
2024-11-22,Orchid Stem,6,250,1500
2024-11-22,Baby’s Breath,7,120,840
2024-11-23,Red Roses Bouquet,10,899,8990
2024-11-23,Sunflowers,6,150,900
2024-11-23,Tulip Bundle,8,399,3192
2024-11-23,Mixed Bouquet,10,699,6990
2024-11-23,Orchid Stem,11,250,2750
2024-11-23,Baby’s Breath,5,120,600
2024-11-24,Red Roses Bouquet,13,899,11687
2024-11-24,Sunflowers,11,150,1650
2024-11-24,Tulip Bundle,13,399,5187
2024-11-24,Mixed Bouquet,15,699,10485
2024-11-24,Orchid Stem,5,250,1250
2024-11-24,Baby’s Breath,11,120,1320
2024-11-25,Red Roses Bouquet,4,899,3596
2024-11-25,Sunflowers,13,150,1950
2024-11-25,Tulip Bundle,13,399,5187
2024-11-25,Mixed Bouquet,12,699,8388
2024-11-25,Orchid Stem,6,250,1500
2024-11-25,Baby’s Breath,15,120,1800
2024-11-26,Red Roses Bouquet,13,899,11687
2024-11-26,Sunflowers,13,150,1950
2024-11-26,Tulip Bundle,5,399,1995
2024-11-26,Mixed Bouquet,11,699,7689
2024-11-26,Orchid Stem,11,250,2750
2024-11-26,Baby’s Breath,5,120,600
2024-11-27,Red Roses Bouquet,11,899,9889
2024-11-27,Sunflowers,5,150,750
2024-11-27,Tulip Bundle,13,399,5187
2024-11-27,Mixed Bouquet,9,699,6291
2024-11-27,Orchid Stem,9,250,2250
2024-11-27,Baby’s Breath,10,120,1200
2024-11-28,Red Roses Bouquet,8,899,7192
2024-11-28,Sunflowers,12,150,1800
2024-11-28,Tulip Bundle,7,399,2793
2024-11-28,Mixed Bouquet,2,699,1398
2024-11-28,Orchid Stem,10,250,2500
2024-11-28,Baby’s Breath,10,120,1200
2024-11-29,Red Roses Bouquet,14,899,12586
2024-11-29,Sunflowers,16,150,2400
2024-11-29,Tulip Bundle,9,399,3591
2024-11-29,Mixed Bouquet,13,699,9087
2024-11-29,Orchid Stem,6,250,1500
2024-11-29,Baby’s Breath,10,120,1200
2024-11-30,Red Roses Bouquet,15,899,13485
2024-11-30,Sunflowers,10,150,1500
2024-11-30,Tulip Bundle,10,399,3990
2024-11-30,Mixed Bouquet,10,699,6990
2024-11-30,Orchid Stem,11,250,2750
2024-11-30,Baby’s Breath,5,120,600
2024-12-01,Red Roses Bouquet,25,899,22475
2024-12-01,Sunflowers,13,150,1950
2024-12-01,Tulip Bundle,22,399,8778
2024-12-01,Mixed Bouquet,20,699,13980
2024-12-01,Orchid Stem,23,250,5750
2024-12-01,Baby’s Breath,17,120,2040
2024-12-02,Red Roses Bouquet,5,899,4495
2024-12-02,Sunflowers,19,150,2850
2024-12-02,Tulip Bundle,7,399,2793
2024-12-02,Mixed Bouquet,18,699,12582
2024-12-02,Orchid Stem,8,250,2000
2024-12-02,Baby’s Breath,25,120,3000
2024-12-03,Red Roses Bouquet,12,899,10788
2024-12-03,Sunflowers,9,150,1350
2024-12-03,Tulip Bundle,17,399,6783
2024-12-03,Mixed Bouquet,19,699,13281
2024-12-03,Orchid Stem,17,250,4250
2024-12-03,Baby’s Breath,24,120,2880
2024-12-04,Red Roses Bouquet,8,899,7192
2024-12-04,Sunflowers,21,150,3150
2024-12-04,Tulip Bundle,14,399,5586
2024-12-04,Mixed Bouquet,17,699,11883
2024-12-04,Orchid Stem,3,250,750
2024-12-04,Baby’s Breath,8,120,960
2024-12-05,Red Roses Bouquet,14,899,12586
2024-12-05,Sunflowers,22,150,3300
2024-12-05,Tulip Bundle,14,399,5586
2024-12-05,Mixed Bouquet,10,699,6990
2024-12-05,Orchid Stem,15,250,3750
2024-12-05,Baby’s Breath,18,120,2160
2024-12-06,Red Roses Bouquet,22,899,19778
2024-12-06,Sunflowers,21,150,3150
2024-12-06,Tulip Bundle,8,399,3192
2024-12-06,Mixed Bouquet,19,699,13281
2024-12-06,Orchid Stem,22,250,5500
2024-12-06,Baby’s Breath,15,120,1800
2024-12-07,Red Roses Bouquet,11,899,9889
2024-12-07,Sunflowers,12,150,1800
2024-12-07,Tulip Bundle,15,399,5985
2024-12-07,Mixed Bouquet,21,699,14679
2024-12-07,Orchid Stem,10,250,2500
2024-12-07,Baby’s Breath,20,120,2400
2024-12-08,Red Roses Bouquet,14,899,12586
2024-12-08,Sunflowers,27,150,4050
2024-12-08,Tulip Bundle,18,399,7182
2024-12-08,Mixed Bouquet,9,699,6291
2024-12-08,Orchid Stem,24,250,6000
2024-12-08,Baby’s Breath,19,120,2280
2024-12-09,Red Roses Bouquet,16,899,14384
2024-12-09,Sunflowers,6,150,900
2024-12-09,Tulip Bundle,18,399,7182
2024-12-09,Mixed Bouquet,23,699,16077
2024-12-09,Orchid Stem,6,250,1500
2024-12-09,Baby’s Breath,8,120,960
2024-12-10,Red Roses Bouquet,10,899,8990
2024-12-10,Sunflowers,6,150,900
2024-12-10,Tulip Bundle,8,399,3192
2024-12-10,Mixed Bouquet,8,699,5592
2024-12-10,Orchid Stem,4,250,1000
2024-12-10,Baby’s Breath,9,120,1080
2024-12-11,Red Roses Bouquet,22,899,19778
2024-12-11,Sunflowers,12,150,1800
2024-12-11,Tulip Bundle,5,399,1995
2024-12-11,Mixed Bouquet,17,699,11883
2024-12-11,Orchid Stem,21,250,5250
2024-12-11,Baby’s Breath,21,120,2520
2024-12-12,Red Roses Bouquet,6,899,5394
2024-12-12,Sunflowers,21,150,3150
2024-12-12,Tulip Bundle,14,399,5586
2024-12-12,Mixed Bouquet,23,699,16077
2024-12-12,Orchid Stem,25,250,6250
2024-12-12,Baby’s Breath,5,120,600
2024-12-13,Red Roses Bouquet,14,899,12586
2024-12-13,Sunflowers,12,150,1800
2024-12-13,Tulip Bundle,23,399,9177
2024-12-13,Mixed Bouquet,22,699,15378
2024-12-13,Orchid Stem,11,250,2750
2024-12-13,Baby’s Breath,9,120,1080
2024-12-14,Red Roses Bouquet,25,899,22475
2024-12-14,Sunflowers,16,150,2400
2024-12-14,Tulip Bundle,13,399,5187
2024-12-14,Mixed Bouquet,16,699,11184
2024-12-14,Orchid Stem,25,250,6250
2024-12-14,Baby’s Breath,6,120,720
2024-12-15,Red Roses Bouquet,8,899,7192
2024-12-15,Sunflowers,4,150,600
2024-12-15,Tulip Bundle,6,399,2394
2024-12-15,Mixed Bouquet,10,699,6990
2024-12-15,Orchid Stem,13,250,3250
2024-12-15,Baby’s Breath,15,120,1800
2024-12-16,Red Roses Bouquet,14,899,12586
2024-12-16,Sunflowers,12,150,1800
2024-12-16,Tulip Bundle,9,399,3591
2024-12-16,Mixed Bouquet,26,699,18174
2024-12-16,Orchid Stem,9,250,2250
2024-12-16,Baby’s Breath,3,120,360
2024-12-17,Red Roses Bouquet,8,899,7192
2024-12-17,Sunflowers,18,150,2700
2024-12-17,Tulip Bundle,9,399,3591
2024-12-17,Mixed Bouquet,12,699,8388
2024-12-17,Orchid Stem,19,250,4750
2024-12-17,Baby’s Breath,27,120,3240
2024-12-18,Red Roses Bouquet,25,899,22475
2024-12-18,Sunflowers,5,150,750
2024-12-18,Tulip Bundle,18,399,7182
2024-12-18,Mixed Bouquet,16,699,11184
2024-12-18,Orchid Stem,7,250,1750
2024-12-18,Baby’s Breath,13,120,1560
2024-12-19,Red Roses Bouquet,7,899,6293
2024-12-19,Sunflowers,18,150,2700
2024-12-19,Tulip Bundle,18,399,7182
2024-12-19,Mixed Bouquet,18,699,12582
2024-12-19,Orchid Stem,14,250,3500
2024-12-19,Baby’s Breath,3,120,360
2024-12-20,Red Roses Bouquet,5,899,4495
2024-12-20,Sunflowers,4,150,600
2024-12-20,Tulip Bundle,12,399,4788
2024-12-20,Mixed Bouquet,18,699,12582
2024-12-20,Orchid Stem,27,250,6750
2024-12-20,Baby’s Breath,20,120,2400
2024-12-21,Red Roses Bouquet,20,899,17980
2024-12-21,Sunflowers,13,150,1950
2024-12-21,Tulip Bundle,8,399,3192
2024-12-21,Mixed Bouquet,22,699,15378
2024-12-21,Orchid Stem,14,250,3500
2024-12-21,Baby’s Breath,7,120,840
2024-12-22,Red Roses Bouquet,16,899,14384
2024-12-22,Sunflowers,11,150,1650
2024-12-22,Tulip Bundle,16,399,6384
2024-12-22,Mixed Bouquet,20,699,13980
2024-12-22,Orchid Stem,27,250,6750
2024-12-22,Baby’s Breath,20,120,2400
2024-12-23,Red Roses Bouquet,8,899,7192
2024-12-23,Sunflowers,17,150,2550
2024-12-23,Tulip Bundle,22,399,8778
2024-12-23,Mixed Bouquet,11,699,7689
2024-12-23,Orchid Stem,23,250,5750
2024-12-23,Baby’s Breath,14,120,1680
2024-12-24,Red Roses Bouquet,3,899,2697
2024-12-24,Sunflowers,5,150,750
2024-12-24,Tulip Bundle,21,399,8379
2024-12-24,Mixed Bouquet,11,699,7689
2024-12-24,Orchid Stem,20,250,5000
2024-12-24,Baby’s Breath,7,120,840
2024-12-25,Red Roses Bouquet,23,899,20677
2024-12-25,Sunflowers,20,150,3000
2024-12-25,Tulip Bundle,12,399,4788
2024-12-25,Mixed Bouquet,20,699,13980
2024-12-25,Orchid Stem,8,250,2000
2024-12-25,Baby’s Breath,9,120,1080
2024-12-26,Red Roses Bouquet,18,899,16182
2024-12-26,Sunflowers,22,150,3300
2024-12-26,Tulip Bundle,18,399,7182
2024-12-26,Mixed Bouquet,6,699,4194
2024-12-26,Orchid Stem,10,250,2500
2024-12-26,Baby’s Breath,21,120,2520
2024-12-27,Red Roses Bouquet,20,899,17980
2024-12-27,Sunflowers,24,150,3600
2024-12-27,Tulip Bundle,8,399,3192
2024-12-27,Mixed Bouquet,27,699,18873
2024-12-27,Orchid Stem,7,250,1750
2024-12-27,Baby’s Breath,22,120,2640
2024-12-28,Red Roses Bouquet,19,899,17081
2024-12-28,Sunflowers,23,150,3450
2024-12-28,Tulip Bundle,10,399,3990
2024-12-28,Mixed Bouquet,27,699,18873
2024-12-28,Orchid Stem,5,250,1250
2024-12-28,Baby’s Breath,12,120,1440
2024-12-29,Red Roses Bouquet,3,899,2697
2024-12-29,Sunflowers,24,150,3600
2024-12-29,Tulip Bundle,15,399,5985
2024-12-29,Mixed Bouquet,15,699,10485
2024-12-29,Orchid Stem,24,250,6000
2024-12-29,Baby’s Breath,24,120,2880
2024-12-30,Red Roses Bouquet,3,899,2697
2024-12-30,Sunflowers,14,150,2100
2024-12-30,Tulip Bundle,10,399,3990
2024-12-30,Mixed Bouquet,7,699,4893
2024-12-30,Orchid Stem,25,250,6250
2024-12-30,Baby’s Breath,11,120,1320
2024-12-31,Red Roses Bouquet,18,899,16182
2024-12-31,Sunflowers,20,150,3000
2024-12-31,Tulip Bundle,21,399,8379
2024-12-31,Mixed Bouquet,18,699,12582
2024-12-31,Orchid Stem,12,250,3000
2024-12-31,Baby’s Breath,9,120,1080